Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
CONG-3191,Congaree National Park,Fungi,Russulales,Hericiaceae,Hericium erinaceum,None,In Review,Present,,,,,
CONG-3192,Congaree National Park,Fungi,Russulales,Lachnocladiaceae,Lachnocladium semivestitum,None,In Review,Present,,,,,
CONG-3193,Congaree National Park,Fungi,Russulales,Russulaceae,Lactarius camphoratus,None,In Review,Present,,,,,
CONG-3194,Congaree National Park,Fungi,Russulales,Russulaceae,Lactarius corrugis,None,In Review,Present,,,,,
CONG-3195,Congaree National Park,Fungi,Russulales,Russulaceae,Lactarius griseus,None,In Review,Present,,,,,
CONG-3196,Congaree National Park,Fungi,Russulales,Russulaceae,Lactarius peckii,None,In Review,Present,,,,,
CONG-3197,Congaree National Park,Fungi,Russulales,Russulaceae,Lactarius piperatus,None,In Review,Present,,,,,
CONG-3198,Congaree National Park,Fungi,Russulales,Russulaceae,Lactarius volemus,None,In Review,Present,,,,,
CONG-3199,Congaree National Park,Fungi,Russulales,Russulaceae,Russula atropurpurea,None,In Review,Present,,,,,
CONG-3200,Congaree National Park,Fungi,Russulales,Russulaceae,Russula brevipes,None,In Review,Present,,,,,
CONG-3201,Congaree National Park,Fungi,Russulales,Russulaceae,Russula cyanoxantha,None,In Review,Present,,,,,
CONG-3202,Congaree National Park,Fungi,Russulales,Russulaceae,Russula emetica,None,In Review,Present,,,,,
CONG-3203,Congaree National Park,Fungi,Russulales,Russulaceae,Russula pectinatoides,None,In Review,Present,,,,,
CONG-3204,Congaree National Park,Fungi,Russulales,Russulaceae,Russula silvicola,None,In Review,Present,,,,,
CONG-3205,Congaree National Park,Fungi,Russulales,Russulaceae,Russula uncialis,None,In Review,Present,,,,,
CONG-3206,Congaree National Park,Fungi,Russulales,Russulaceae,Russula variata,None,In Review,Present,,,,,
CONG-3207,Congaree National Park,Fungi,Russulales,Russulaceae,Russula xerampelina,None,In Review,Present,,,,,
CONG-3208,Congaree National Park,Fungi,Russulales,Stereaceae,Stereum,None,In Review,Present,,,,,
CONG-3209,Congaree National Park,Fungi,Russulales,Stereaceae,Stereum complicatum,None,In Review,Present,,,,,
CONG-3210,Congaree National Park,Fungi,Russulales,Stereaceae,Stereum ostrea,None,In Review,Present,,,,,
CONG-3211,Congaree National Park,Fungi,Stemonitales,Stemonitaceae,Stemonitis axifera,None,In Review,Present,,,,,
CONG-3212,Congaree National Park,Fungi,Stemonitales,Stemonitaceae,Stemonitis fusca,None,In Review,Present,,,,,
CONG-3213,Congaree National Park,Fungi,Stemonitales,Stemonitaceae,Stemonitis splendens,None,In Review,Present,,,,,
CONG-3214,Congaree National Park,Fungi,Teloschistales,Physciaceae,Buellia curatellae,None,In Review,Present,,,,,
CONG-3215,Congaree National Park,Fungi,Teloschistales,Physciaceae,Buellia dialyta,None,In Review,Present,,,,,
CONG-3216,Congaree National Park,Fungi,Teloschistales,Physciaceae,Heterodermia,None,In Review,Present,,,,,
CONG-3217,Congaree National Park,Fungi,Teloschistales,Physciaceae,Heterodermia albicans,None,In Review,Present,,,,,
CONG-3218,Congaree National Park,Fungi,Teloschistales,Physciaceae,Heterodermia casarettiana,None,In Review,Present,,,,,
CONG-3219,Congaree National Park,Fungi,Teloschistales,Physciaceae,Heterodermia gruoni,None,In Review,Present,,,,,
CONG-3220,Congaree National Park,Fungi,Teloschistales,Physciaceae,Heterodermia obscurata,None,In Review,Present,,,,,
CONG-3221,Congaree National Park,Fungi,Teloschistales,Physciaceae,Phaeophyscia ciliata,None,In Review,Present,,,,,
CONG-3222,Congaree National Park,Fungi,Teloschistales,Physciaceae,Phaeophyscia rubropulchra,None,In Review,Present,,,,,
CONG-3223,Congaree National Park,Fungi,Teloschistales,Physciaceae,Physcia americana,None,In Review,Present,,,,,
CONG-3224,Congaree National Park,Fungi,Teloschistales,Physciaceae,Physcia millegrana,None,In Review,Present,,,,,
CONG-3225,Congaree National Park,Fungi,Teloschistales,Physciaceae,Physconia enteroxantha,None,In Review,Present,,,,,
CONG-3226,Congaree National Park,Fungi,Teloschistales,Physciaceae,Pyxine caesiopruinosa,None,In Review,Present,,,,,
CONG-3227,Congaree National Park,Fungi,Tremellales,Exidiaceae,Exidia recisa,None,In Review,Present,,,,,
CONG-3228,Congaree National Park,Fungi,Tremellales,Tremellaceae,Tremella fuciformis,None,In Review,Present,,,,,
CONG-3229,Congaree National Park,Fungi,Tremellales,Tremellaceae,Tremella lutescens,None,In Review,Present,,,,,
CONG-3230,Congaree National Park,Fungi,Tremellales,Tremellaceae,Tremella mesenterica,None,In Review,Present,,,,,
CONG-3231,Congaree National Park,Fungi,Trichiales,Trichiaceae,Arcyria cinerea,None,In Review,Present,Unknown,Unknown,,,
CONG-3232,Congaree National Park,Fungi,Trichiales,Trichiaceae,Arcyria denudata,None,In Review,Present,,,,,
CONG-3233,Congaree National Park,Fungi,Trichiales,Trichiaceae,Arcyria incarnata,None,In Review,Present,,,,,
CONG-3234,Congaree National Park,Fungi,Trichiales,Trichiaceae,Arcyria insignis,None,In Review,Present,,,,,
CONG-3235,Congaree National Park,Fungi,Trichiales,Trichiaceae,Hemitrichia clavata,None,In Review,Present,,,,,
CONG-3236,Congaree National Park,Fungi,Trichiales,Trichiaceae,Hemitrichia stipitata,None,In Review,Present,,,,,
CONG-3237,Congaree National Park,Fungi,Trichiales,Trichiaceae,Trichia favoginea,None,In Review,Present,,,,,
CONG-3238,Congaree National Park,Fungi,Trypetheliales,Trypetheliaceae,Trypethelium exocanthum,None,In Review,Present,,,,,
CONG-3239,Congaree National Park,Fungi,Trypetheliales,Trypetheliaceae,Trypethelium floridanum,None,In Review,Present,,,,,
CONG-3240,Congaree National Park,Fungi,Trypetheliales,Trypetheliaceae,Trypethelium mastoideum,None,In Review,Present,,,,,
CONG-3241,Congaree National Park,Fungi,Trypetheliales,Trypetheliaceae,Trypethelium virens,None,In Review,Present,,,,,
CONG-3242,Congaree National Park,Fungi,Xylariales,Xylariaceae,Daldinia concentrica,None,In Review,Present,,,,,
CONG-3243,Congaree National Park,Fungi,Xylariales,Xylariaceae,Hypoxylon,None,In Review,Present,,,,,
CONG-3244,Congaree National Park,Fungi,Xylariales,Xylariaceae,Hypoxylon fragiforme,None,In Review,Present,,,,,
CONG-3245,Congaree National Park,Fungi,Xylariales,Xylariaceae,Hypoxylon multiforme,None,In Review,Present,,,,,
CONG-3246,Congaree National Park,Fungi,Xylariales,Xylariaceae,Xylaria polymorpha,None,In Review,Present,,,,,
CONG-3249,Congaree National Park,Algae,Achnanthales,Achnanthaceae,Achnanthes helvetica,None,In Review,Present,,,,,
CONG-3250,Congaree National Park,Algae,Achnanthales,Achnanthaceae,Achnanthes subhudsonis var. kraeuselii,None,In Review,Present,,,,,
CONG-3251,Congaree National Park,Algae,Achnanthales,Achnanthidiaceae,Achnanthes delicatula,None,In Review,Present,,,,,
CONG-3252,Congaree National Park,Algae,Achnanthales,Achnanthidiaceae,Achnanthes marginulata,None,In Review,Present,,,,,
CONG-3253,Congaree National Park,Algae,Achnanthales,Achnanthidiaceae,Achnanthes minutissima,None,In Review,Present,,,,,
CONG-3254,Congaree National Park,Algae,Aulacoseirales,Aulacoseiraceae,Aulacoseira ambigua,None,In Review,Present,,,,,
CONG-3255,Congaree National Park,Algae,Bacillariales,Bacillariaceae,Nitzschia brevissima,None,In Review,Present,,,,,
CONG-3256,Congaree National Park,Algae,Bacillariales,Bacillariaceae,Nitzschia filiformis,None,In Review,Present,,,,,
CONG-3257,Congaree National Park,Algae,Bacillariales,Bacillariaceae,Nitzschia frustulum var. perminuta,None,In Review,Present,,,,,
CONG-3258,Congaree National Park,Algae,Bacillariales,Bacillariaceae,Nitzschia gracilis,None,In Review,Present,,,,,
CONG-3259,Congaree National Park,Algae,Bacillariales,Bacillariaceae,Nitzschia linearis,None,In Review,Present,,,,,
CONG-3260,Congaree National Park,Algae,Bacillariales,Bacillariaceae,Nitzschia palea,None,In Review,Present,,,,,
CONG-3261,Congaree National Park,Algae,Bacillariales,Bacillariaceae,Nitzschia recta,None,In Review,Present,,,,,
CONG-3262,Congaree National Park,Algae,Cymbellales,Cymbellaceae,Cymbella lunata,None,In Review,Present,,,,,
CONG-3263,Congaree National Park,Algae,Cymbellales,Cymbellaceae,Cymbella minuta,None,In Review,Present,,,,,
CONG-3264,Congaree National Park,Algae,Cymbellales,Cymbellaceae,Cymbella naviculiformis,None,In Review,Present,,,,,
CONG-3265,Congaree National Park,Algae,Cymbellales,Gomphonemataceae,Gomphonema angustatum,None,In Review,Present,,,,,
CONG-3266,Congaree National Park,Algae,Cymbellales,Gomphonemataceae,Gomphonema parvulum,None,In Review,Present,,,,,
CONG-3267,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia bidentula,None,In Review,Present,,,,,
CONG-3268,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia curvata,None,In Review,Present,,,,,
CONG-3269,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia curvata subarcuata,None,In Review,Present,,,,,
CONG-3270,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia flexuosa,None,In Review,Present,,,,,
CONG-3271,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia formica,None,In Review,Present,,,,,
CONG-3272,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia incisa,None,In Review,Present,,,,,
CONG-3273,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia meisteri,None,In Review,Present,,,,,
CONG-3274,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia microcephala,None,In Review,Present,,,,,
CONG-3275,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia naegelii,None,In Review,Present,,,,,
CONG-3276,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia pectinalis,None,In Review,Present,,,,,
CONG-3277,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia pectinalis f. minor,None,In Review,Present,,,,,
CONG-3278,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia perpusilla,None,In Review,Present,,,,,
CONG-3279,Congaree National Park,Algae,Eunotiales,Eunotiaceae,Eunotia tenella,None,In Review,Present,,,,,
CONG-3280,Congaree National Park,Algae,Fragilariales,Fragilariaceae,Fragilaria vaucheriae,None,In Review,Present,,,,,
CONG-3281,Congaree National Park,Algae,Fragilariales,Fragilariaceae,Meridion circulare var. constrictum,None,In Review,Present,,,,,
CONG-3282,Congaree National Park,Algae,Fragilariales,Fragilariaceae,Synedra ulna,None,In Review,Present,,,,,
CONG-3283,Congaree National Park,Algae,Naviculales,Amphipleuraceae,Frustulia rhomboides,None,In Review,Present,,,,,
CONG-3284,Congaree National Park,Algae,Naviculales,Amphipleuraceae,Frustulia rhomboides var. crassinervia,None,In Review,Present,,,,,
CONG-3285,Congaree National Park,Algae,Naviculales,Amphipleuraceae,Frustulia rhomboides var. saxonica,None,In Review,Present,,,,,
CONG-3286,Congaree National Park,Algae,Naviculales,Amphipleuraceae,Frustulia weinholdii,None,In Review,Present,,,,,
CONG-3287,Congaree National Park,Algae,Naviculales,Brachysiraceae,Anomoeoneis serians var. brachysira,None,In Review,Present,,,,,
CONG-3288,Congaree National Park,Algae,Naviculales,Brachysiraceae,Anomoeoneis vitrea,None,In Review,Present,,,,,
CONG-3289,Congaree National Park,Algae,Naviculales,Diadesmidaceae,Navicula confervacea,None,In Review,Present,,,,,
CONG-3290,Congaree National Park,Algae,Naviculales,Diadesmidaceae,Navicula contenta var. biceps,None,In Review,Present,,,,,
CONG-3291,Congaree National Park,Algae,Naviculales,Diadesmidaceae,Navicula mutica,None,In Review,Present,,,,,
CONG-3292,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula angusta,None,In Review,Present,,,,,
CONG-3293,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula arvensis,None,In Review,Present,,,,,
CONG-3294,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula cryptocephala,None,In Review,Present,,,,,
CONG-3295,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula cryptocephala var. veneta,None,In Review,Present,,,,,
CONG-3296,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula festiva,None,In Review,Present,,,,,
CONG-3297,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula gregaria,None,In Review,Present,,,,,
CONG-3298,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula hassiaca,None,In Review,Present,,,,,
CONG-3299,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula lateropunctata,None,In Review,Present,,,,,
CONG-3300,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula leptostriata,None,In Review,Present,,,,,
CONG-3301,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula molestiformis,None,In Review,Present,,,,,
CONG-3302,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula pelliculosa,None,In Review,Present,,,,,
CONG-3303,Congaree National Park,Algae,Naviculales,Naviculaceae,Navicula tripunctata var. schizonemoides,None,In Review,Present,,,,,
CONG-3304,Congaree National Park,Algae,Naviculales,Neidiaceae,Neidium affine longiceps,None,In Review,Present,,,,,
CONG-3305,Congaree National Park,Algae,Naviculales,Neidiaceae,Neidium alpinum,None,In Review,Present,,,,,
CONG-3306,Congaree National Park,Algae,Naviculales,Neidiaceae,Neidium ladogense densestriatum,None,In Review,Present,,,,,
CONG-3307,Congaree National Park,Algae,Naviculales,Pinnulariaceae,Pinnularia microstauron,None,In Review,Present,,,,,
CONG-3308,Congaree National Park,Algae,Naviculales,Pinnulariaceae,Pinnularia obscura,None,In Review,Present,,,,,
CONG-3309,Congaree National Park,Algae,Naviculales,Pinnulariaceae,Pinnularia subcapitata,None,In Review,Present,,,,,
CONG-3310,Congaree National Park,Algae,Naviculales,Pleurosigmataceae,Gyrosigma scalproides,None,In Review,Present,,,,,
CONG-3311,Congaree National Park,Algae,Naviculales,Sellaphoraceae,Navicula laevissima,None,In Review,Present,,,,,
CONG-3312,Congaree National Park,Algae,Naviculales,Sellaphoraceae,Navicula omissa,None,In Review,Present,,,,,
CONG-3313,Congaree National Park,Algae,Naviculales,Sellaphoraceae,Navicula pupula,None,In Review,Present,,,,,
CONG-3314,Congaree National Park,Algae,Naviculales,Sellaphoraceae,Navicula pupula var. mutata,None,In Review,Present,,,,,
CONG-3315,Congaree National Park,Algae,Naviculales,Stauroneidaceae,Stauroneis anceps,None,In Review,Present,,,,,
CONG-3316,Congaree National Park,Algae,Naviculales,Stauroneidaceae,Stauroneis phoenicenteron,None,In Review,Present,,,,,
CONG-3317,Congaree National Park,Algae,Surirellales,Surirellaceae,Stenopterobia densestriata,None,In Review,Present,,,,,
CONG-3318,Congaree National Park,Algae,Surirellales,Surirellaceae,Surirella angusta,None,In Review,Present,,,,,
CONG-3319,Congaree National Park,Algae,Surirellales,Surirellaceae,Surirella delicatissima lewis,None,In Review,Present,,,,,
CONG-3320,Congaree National Park,Algae,Surirellales,Surirellaceae,Surirella elegans,None,In Review,Present,,,,,
CONG-3321,Congaree National Park,Algae,Surirellales,Surirellaceae,Surirella tenera,None,In Review,Present,,,,,
CONG-3322,Congaree National Park,Algae,Tabellariales,Tabellariaceae,Tabellaria flocculosa,None,In Review,Present,,,,,
CRLA-1001,Crater Lake National Park,Mammal,Artiodactyla,Antilocapridae,Antilocapra americana,Pronghorn,Approved,Not Confirmed,Native,,,,
CRLA-1002,Crater Lake National Park,Mammal,Artiodactyla,Bovidae,Ovis canadensis,"Bighorn Sheep, Bighorn Sheep",Approved,Not Present (False Report),Not Native,,,Species of Concern,
CRLA-1003,Crater Lake National Park,Mammal,Artiodactyla,Cervidae,Cervidae,"Caribou, Cervids, Deer, Moose, Wapiti",In Review,,,,,,
CRLA-1004,Crater Lake National Park,Mammal,Artiodactyla,Cervidae,Cervus elaphus,Elk,Approved,Present,Native,Abundant,Breeder,,
CRLA-1005,Crater Lake National Park,Mammal,Artiodactyla,Cervidae,Odocoileus hemionus,"Mule Deer, Mule Deer Or Black-Tailed Deer",Approved,Present,Native,Abundant,Breeder,,
CRLA-1006,Crater Lake National Park,Mammal,Artiodactyla,Cervidae,Odocoileus virginianus,"White-Tailed Deer, White-Tailed Deer",Approved,Present,Native,Occasional,Vagrant,,
CRLA-1007,Crater Lake National Park,Mammal,Carnivora,Canidae,Canis latrans,Coyote,Approved,Present,Native,Common,Breeder,Species of Concern,
CRLA-1008,Crater Lake National Park,Mammal,Carnivora,Canidae,Canis lupus,"Gray Wolf, Wolf",Approved,Not Present (Historical Report),Native,,,Endangered,
CRLA-1009,Crater Lake National Park,Mammal,Carnivora,Canidae,Urocyon cinereoargenteus,"Common Gray Fox, Gray Fox",Approved,Present,Native,Uncommon,,,
CRLA-1010,Crater Lake National Park,Mammal,Carnivora,Canidae,Vulpes vulpes,Red Fox,Approved,Present,Native,Common,Breeder,,
CRLA-1011,Crater Lake National Park,Mammal,Carnivora,Felidae,Lynx canadensis,Lynx,Approved,Not Present (Historical Report),Native,,,,
CRLA-1012,Crater Lake National Park,Mammal,Carnivora,Felidae,Lynx rufus,Bobcat,Approved,Present,Native,Uncommon,,,
CRLA-1013,Crater Lake National Park,Mammal,Carnivora,Felidae,Puma concolor,"Cougar, Mountain Lion, Puma",Approved,Present,Native,Uncommon,Breeder,,
CRLA-1014,Crater Lake National Park,Mammal,Carnivora,Mephitidae,Mephitis mephitis,Striped Skunk,Approved,Not Confirmed,Native,,,,
CRLA-1015,Crater Lake National Park,Mammal,Carnivora,Mephitidae,Spilogale gracilis,Western Spotted Skunk,Approved,Not Confirmed,Native,,,,
CRLA-1016,Crater Lake National Park,Mammal,Carnivora,Mustelidae,Gulo gulo,Wolverine,Approved,Not Present (Historical Report),Native,,,,
CRLA-1017,Crater Lake National Park,Mammal,Carnivora,Mustelidae,Lutra canadensis,Northern River Otter,Approved,Not Confirmed,Native,,,,
