Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status,
YELL-3868,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra liorhina,None,In Review,Present,,,,,
YELL-3869,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra lurida,None,In Review,Present,Unknown,Unknown,,,
YELL-3870,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra nuda,None,In Review,Present,Unknown,Unknown,,,
YELL-3871,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra opaca,None,In Review,Present,,,,,
YELL-3872,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra osburni,None,In Review,Present,Unknown,Unknown,,,
YELL-3873,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra pediontis,None,In Review,Present,Unknown,Unknown,,,
YELL-3874,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra phaenops,None,In Review,Present,,,,,
YELL-3875,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra rhombica osburni,None,In Review,Present,Unknown,Unknown,,,
YELL-3876,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra rupestris,None,In Review,Present,,,,,
YELL-3877,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra sonomensis,None,In Review,Present,Unknown,Unknown,,,
YELL-3878,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomitra tetrica,None,In Review,Present,Unknown,Unknown,,,
YELL-3879,Yellowstone National Park,Insect,Diptera,Tabanidae,Hybomtira tetrica hirtula,None,In Review,Present,Unknown,Unknown,,,
YELL-3880,Yellowstone National Park,Insect,Diptera,Tabanidae,Pilimas californica,None,In Review,Present,Unknown,Unknown,,,
YELL-3881,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanidae,"Clegs, Deer Flies, Horse Flies",In Review,Present,Unknown,Unknown,,,
YELL-3882,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus marginalis,None,In Review,Present,Unknown,Unknown,,,
YELL-3883,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus novoscotiae,None,In Review,Present,Unknown,Unknown,,,
YELL-3884,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus osburni,Fly,In Review,Present,,,,,
YELL-3885,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus punctifer,Horse Fly,In Review,Present,,,,,
YELL-3886,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus reiwardtii,None,In Review,Present,Unknown,Unknown,,,
YELL-3887,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus rupestris,Horse Fly,In Review,Present,,,,,
YELL-3888,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus similis,None,In Review,Present,Unknown,Unknown,,,
YELL-3889,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus sonomensis,Horse Fly,In Review,Present,,,,,
YELL-3890,Yellowstone National Park,Insect,Diptera,Tabanidae,Tabanus stonei,None,In Review,Present,Unknown,Unknown,,,
YELL-3891,Yellowstone National Park,Insect,Diptera,Thaumaleidae,Thaumaleidae,Solitary Midges,In Review,Present,Unknown,Unknown,,,
YELL-3892,Yellowstone National Park,Insect,Diptera,Tipulidae,Antocha,None,In Review,Present,Unknown,Unknown,,,
YELL-3893,Yellowstone National Park,Insect,Diptera,Tipulidae,Dicranota,None,In Review,Present,Unknown,Unknown,,,
YELL-3894,Yellowstone National Park,Insect,Diptera,Tipulidae,Hesperoconopa,None,In Review,Present,Unknown,Unknown,,,
YELL-3895,Yellowstone National Park,Insect,Diptera,Tipulidae,Hexatoma,None,In Review,Present,Unknown,Unknown,,,
YELL-3896,Yellowstone National Park,Insect,Diptera,Tipulidae,Limnophila,None,In Review,Present,Unknown,Unknown,,,
YELL-3897,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia,None,In Review,Present,Unknown,Unknown,,,
YELL-3898,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia communis,None,In Review,Present,Unknown,Unknown,,,
YELL-3899,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia morioides,None,In Review,Present,Unknown,Unknown,,,
YELL-3900,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia nycteris,None,In Review,Present,Unknown,Unknown,,,
YELL-3901,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia penicellata,None,In Review,Present,Unknown,Unknown,,,
YELL-3902,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia phalangioides,None,In Review,Present,Unknown,Unknown,,,
YELL-3903,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia sciophila,None,In Review,Present,Unknown,Unknown,,,
YELL-3904,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia solitaria,None,In Review,Present,Unknown,Unknown,,,
YELL-3905,Yellowstone National Park,Insect,Diptera,Tipulidae,Limonia yellowstonensis,None,In Review,Present,Unknown,Unknown,,,
YELL-3906,Yellowstone National Park,Insect,Diptera,Tipulidae,Molophilus,None,In Review,Present,Unknown,Unknown,,,
YELL-3907,Yellowstone National Park,Insect,Diptera,Tipulidae,Molophilus colonus,None,In Review,Present,Unknown,Unknown,,,
YELL-3908,Yellowstone National Park,Insect,Diptera,Tipulidae,Molophilus falcatus,None,In Review,Present,Unknown,Unknown,,,
YELL-3909,Yellowstone National Park,Insect,Diptera,Tipulidae,Molophilus rostriferus,None,In Review,Present,Unknown,Unknown,,,
YELL-3910,Yellowstone National Park,Insect,Diptera,Tipulidae,Nephatoma nugens erythrophrys,None,In Review,Present,Unknown,Unknown,,,
YELL-3911,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia absaroka,None,In Review,Present,Unknown,Unknown,,,
YELL-3912,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia aentis,None,In Review,Present,Unknown,Unknown,,,
YELL-3913,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia albertensis,None,In Review,Present,Unknown,Unknown,,,
YELL-3914,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia dedita,None,In Review,Present,Unknown,Unknown,,,
YELL-3915,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia garretti,None,In Review,Present,Unknown,Unknown,,,
YELL-3916,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia onerosa,None,In Review,Present,Unknown,Unknown,,,
YELL-3917,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia opifex,None,In Review,Present,Unknown,Unknown,,,
YELL-3918,Yellowstone National Park,Insect,Diptera,Tipulidae,ormosia scleroprocta,None,In Review,Present,Unknown,Unknown,,,
YELL-3919,Yellowstone National Park,Insect,Diptera,Tipulidae,Ormosia spinifex,None,In Review,Present,Unknown,Unknown,,,
YELL-3920,Yellowstone National Park,Insect,Diptera,Tipulidae,Ornithodes harrimani,None,In Review,Present,Unknown,Unknown,,,
YELL-3921,Yellowstone National Park,Insect,Diptera,Tipulidae,Pedicia aperata,None,In Review,Present,Unknown,Unknown,,,
YELL-3922,Yellowstone National Park,Insect,Diptera,Tipulidae,Pediciaarcipuncta,None,In Review,Present,Unknown,Unknown,,,
YELL-3923,Yellowstone National Park,Insect,Diptera,Tipulidae,Pilaria phaeonota,None,In Review,Present,Unknown,Unknown,,,
YELL-3924,Yellowstone National Park,Insect,Diptera,Tipulidae,Prionocera primoveriis,None,In Review,Present,Unknown,Unknown,,,
YELL-3925,Yellowstone National Park,Insect,Diptera,Tipulidae,Rhabdomastix,None,In Review,Present,Unknown,Unknown,,,
YELL-3926,Yellowstone National Park,Insect,Diptera,Tipulidae,Rhabdomastix setigera,None,In Review,Present,Unknown,Unknown,,,
YELL-3927,Yellowstone National Park,Insect,Diptera,Tipulidae,Shannonomyia oslari,None,In Review,Present,Unknown,Unknown,,,
YELL-3928,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula,None,In Review,Present,Unknown,Unknown,,,
YELL-3929,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula absaroka,None,In Review,Present,Unknown,Unknown,,,
YELL-3930,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula albocaudata,None,In Review,Present,Unknown,Unknown,,,
YELL-3931,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula colteri,None,In Review,Present,Unknown,Unknown,,,
YELL-3932,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula leucophaea,None,In Review,Present,Unknown,Unknown,,,
YELL-3933,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula meridiana continentalis,None,In Review,Present,Unknown,Unknown,,,
YELL-3934,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula pephrocephala,None,In Review,Present,Unknown,Unknown,,,
YELL-3935,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula pleuracicula,None,In Review,Present,Unknown,Unknown,,,
YELL-3936,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula subcinerea,None,In Review,Present,Unknown,Unknown,,,
YELL-3937,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipula subtenuicornis,None,In Review,Present,Unknown,Unknown,,,
YELL-3938,Yellowstone National Park,Insect,Diptera,Tipulidae,Tipulidae,Crane Flies,In Review,Present,Unknown,Unknown,,,
YELL-3939,Yellowstone National Park,Insect,Diptera,Tipulidae,Ula paupera,None,In Review,Present,Unknown,Unknown,,,
YELL-3940,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus,None,In Review,Present,Unknown,Unknown,,,
YELL-3941,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus celer,None,In Review,Present,Unknown,Unknown,,,
YELL-3942,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus connectus,None,In Review,Present,,,,,
YELL-3943,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus cooki,None,In Review,Present,,,,,
YELL-3944,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus oregonensis,None,In Review,Present,,,,,
YELL-3945,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus similior,None,In Review,Present,Unknown,Unknown,,,
YELL-3946,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus validus,None,In Review,Present,Unknown,Unknown,,,
YELL-3947,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus velox,None,In Review,Present,Unknown,Unknown,,,
YELL-3948,Yellowstone National Park,Insect,Ephemeroptera,Ameletidae,Ameletus vernalis,None,In Review,Present,Unknown,Unknown,,,
YELL-3949,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Acentrella,None,In Review,Present,Unknown,Unknown,,,
YELL-3950,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Acentrella hageni,None,In Review,Present,Unknown,Unknown,,,
YELL-3951,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Acentrella insignificans,None,In Review,Present,Unknown,Unknown,,,
YELL-3952,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Acentrella parvula,None,In Review,Present,Unknown,Unknown,,,
YELL-3953,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Acentrella turbida,None,In Review,Present,Unknown,Unknown,,,
YELL-3954,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Baetidae,None,In Review,Present,Unknown,Unknown,,,
YELL-3955,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Baetis bicaudatus,None,In Review,Present,Unknown,Unknown,,,
YELL-3956,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Baetis punctiventris,None,In Review,Present,Unknown,Unknown,,,
YELL-3957,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Baetis thermophilus,None,In Review,Present,Unknown,Unknown,,,
YELL-3958,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Baetis tricaudatus,None,In Review,Present,Unknown,Unknown,,,
YELL-3959,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Callibaetis coloradensis,None,In Review,Present,,,,,
YELL-3960,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Callibaetis ferugineus,None,In Review,Present,Unknown,Unknown,,,
YELL-3961,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Centroptilum,None,In Review,Present,Unknown,Unknown,,,
YELL-3962,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Diphetor hageni,None,In Review,Present,Unknown,Unknown,,,
YELL-3963,Yellowstone National Park,Insect,Ephemeroptera,Baetidae,Plauditus punctiventris,None,In Review,Present,Unknown,Unknown,,,
YELL-3964,Yellowstone National Park,Insect,Ephemeroptera,Caenidae,Caenis youngi,None,In Review,Present,Unknown,Unknown,,,
YELL-3965,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Attenella margarita,None,In Review,Present,Unknown,Unknown,,,
YELL-3966,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Caudatella,None,In Review,Present,Unknown,Unknown,,,
YELL-3967,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Caudatella heterocaudata,None,In Review,Present,,,,,
YELL-3968,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Caudatella hystrix,None,In Review,Present,Unknown,Unknown,,,
YELL-3969,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Drunella coloradensis,None,In Review,Present,Unknown,Unknown,,,
YELL-3970,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Drunella coloradensis/flavilinea,None,In Review,Present,Unknown,Unknown,,,
YELL-3971,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Drunella doddsi,None,In Review,Present,Unknown,Unknown,,,
YELL-3972,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Drunella flavilinea,None,In Review,Present,,,,,
YELL-3973,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Drunella grandis,None,In Review,Present,Unknown,Unknown,,,
YELL-3974,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Drunella grandis/spinifera,None,In Review,Present,Unknown,Unknown,,,
YELL-3975,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Drunella spinifera,None,In Review,Present,Unknown,Unknown,,,
YELL-3976,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella,None,In Review,Present,Unknown,Unknown,,,
YELL-3977,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella aurivillii,None,In Review,Present,,,,,
YELL-3978,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella dorothea infrequens,None,In Review,Present,Unknown,Unknown,,,
YELL-3979,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella excrusians,None,In Review,Present,Unknown,Unknown,,,
YELL-3980,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella inermis,None,In Review,Present,Unknown,Unknown,,,
YELL-3981,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella infrequens,None,In Review,Present,Unknown,Unknown,,,
YELL-3982,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Ephemerella lacustris,None,In Review,Present,Unknown,Unknown,,,
YELL-3983,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Serratella tibialis,None,In Review,Present,Unknown,Unknown,,,
YELL-3984,Yellowstone National Park,Insect,Ephemeroptera,Ephemerellidae,Timpanoga hecuba,None,In Review,Present,Unknown,Unknown,,,
YELL-3985,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygma,None,In Review,Present,Unknown,Unknown,,,
YELL-3986,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula,None,In Review,Present,Unknown,Unknown,,,
YELL-3987,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula kootenai,None,In Review,Present,Unknown,Unknown,,,
YELL-3988,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula ramaleyi,None,In Review,Present,Unknown,Unknown,,,
YELL-3989,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula reticulata,None,In Review,Present,Unknown,Unknown,,,
YELL-3990,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Cinygmula tarda,None,In Review,Present,Unknown,Unknown,,,
YELL-3991,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus,None,In Review,Present,Unknown,Unknown,,,
YELL-3992,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus albertae,None,In Review,Present,Unknown,Unknown,,,
YELL-3993,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus deceptivus,None,In Review,Present,Unknown,Unknown,,,
YELL-3994,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus grandis,None,In Review,Present,Unknown,Unknown,,,
YELL-3995,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Epeorus longimanus,None,In Review,Present,Unknown,Unknown,,,
YELL-3996,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Heptagenia elegantula,None,In Review,Present,Unknown,Unknown,,,
YELL-3997,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Heptagenia simplicicoides,None,In Review,Present,Unknown,Unknown,,,
YELL-3998,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Nix criddeli,None,In Review,Present,Unknown,Unknown,,,
YELL-3999,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena,None,In Review,Present,Unknown,Unknown,,,
YELL-4000,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena futilis,None,In Review,Present,Unknown,Unknown,,,
YELL-4001,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena hageni,None,In Review,Present,,,,,
YELL-4002,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena morrisoni,None,In Review,Present,Unknown,Unknown,,,
YELL-4003,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena robusta,None,In Review,Present,Unknown,Unknown,,,
YELL-4004,Yellowstone National Park,Insect,Ephemeroptera,Heptageniidae,Rhithrogena undulata,None,In Review,Present,Unknown,Unknown,,,
YELL-4005,Yellowstone National Park,Insect,Ephemeroptera,Leptohyphidae,Tricorythodes minutus,None,In Review,Present,Unknown,Unknown,,,
YELL-4006,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Leptophlebia gravestella,None,In Review,Present,Unknown,Unknown,,,
YELL-4007,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia,None,In Review,Present,Unknown,Unknown,,,
YELL-4008,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia debilis,None,In Review,Present,Unknown,Unknown,,,
YELL-4009,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia heteronea,None,In Review,Present,Unknown,Unknown,,,
YELL-4010,Yellowstone National Park,Insect,Ephemeroptera,Leptophlebiidae,Paraleptophlebia memorialis,None,In Review,Present,Unknown,Unknown,,,
YELL-4011,Yellowstone National Park,Insect,Ephemeroptera,Siphlonuridae,Siphlonurus autumnalis,None,In Review,Present,Unknown,Unknown,,,
YELL-4012,Yellowstone National Park,Insect,Ephemeroptera,Siphlonuridae,Siphlonurus occidentalis,None,In Review,Present,,,,,
YELL-4013,Yellowstone National Park,Insect,Hemiptera,Corixidae,Callicorixa alaskensis,None,In Review,Present,Unknown,Unknown,,,
YELL-4014,Yellowstone National Park,Insect,Hemiptera,Corixidae,Callicorixa audeni,None,In Review,Present,,,,,
YELL-4015,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa bifida,None,In Review,Present,,,,,
YELL-4016,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa hungerfordi,None,In Review,Present,Unknown,Unknown,,,
YELL-4017,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa kuiterti,None,In Review,Present,Unknown,Unknown,,,
YELL-4018,Yellowstone National Park,Insect,Hemiptera,Corixidae,Cenocorixa utahensis,None,In Review,Present,Unknown,Unknown,,,
YELL-4019,Yellowstone National Park,Insect,Hemiptera,Corixidae,Corisella decolor,None,In Review,Present,Unknown,Unknown,,,
YELL-4020,Yellowstone National Park,Insect,Hemiptera,Corixidae,Hesperocorixa laevigata,None,In Review,Present,Unknown,Unknown,,,
YELL-4021,Yellowstone National Park,Insect,Hemiptera,Corixidae,Hesperocorixa vulgaris,None,In Review,Present,Unknown,Unknown,,,
YELL-4022,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara alternata,None,In Review,Present,Unknown,Unknown,,,
YELL-4023,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara mulletensis,None,In Review,Present,Unknown,Unknown,,,
YELL-4024,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara omani,None,In Review,Present,Unknown,Unknown,,,
YELL-4025,Yellowstone National Park,Insect,Hemiptera,Corixidae,Sigara washingtonensis,None,In Review,Present,Unknown,Unknown,,,
YELL-4026,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris buenoi,None,In Review,Present,Unknown,Unknown,,,
YELL-4027,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris comatus,None,In Review,Present,Unknown,Unknown,,,
YELL-4028,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris gilletti,None,In Review,Present,Unknown,Unknown,,,
YELL-4029,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris incognitus,None,In Review,Present,Unknown,Unknown,,,
YELL-4030,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris insperatus,None,In Review,Present,Unknown,Unknown,,,
YELL-4031,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris notabilis,None,In Review,Present,Unknown,Unknown,,,
YELL-4032,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris pingreensis,None,In Review,Present,,,,,
YELL-4033,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris pingreesis,None,In Review,Present,Unknown,Unknown,,,
YELL-4034,Yellowstone National Park,Insect,Hemiptera,Gerridae,Gerris remigis,None,In Review,Present,,,,,
YELL-4035,Yellowstone National Park,Insect,Hemiptera,Gerridae,Limnogonus,None,In Review,Present,Unknown,Unknown,,,
YELL-4036,Yellowstone National Park,Insect,Hemiptera,Mesoveliidae,Mesovelia,None,In Review,Present,Unknown,Unknown,,,
YELL-4037,Yellowstone National Park,Insect,Hemiptera,Miridae,Lygus pratensis,None,In Review,Present,,,,,
YELL-4038,Yellowstone National Park,Insect,Hemiptera,Naucoridae,Ambrysus,None,In Review,Present,Unknown,Unknown,,,
YELL-4039,Yellowstone National Park,Insect,Hemiptera,Naucoridae,Ambrysus heidermanni,None,In Review,Present,Unknown,Unknown,,,
YELL-4040,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Buenoa,None,In Review,Present,Unknown,Unknown,,,
YELL-4041,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta borealis,None,In Review,Present,Unknown,Unknown,,,
YELL-4042,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta kirbyi,None,In Review,Present,,,,,
YELL-4043,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta spinosa,None,In Review,Present,Unknown,Unknown,,,
YELL-4044,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta undulata,None,In Review,Present,Unknown,Unknown,,,
YELL-4045,Yellowstone National Park,Insect,Hemiptera,Notonectidae,Notonecta unifasciata-angulata,None,In Review,Present,Unknown,Unknown,,,
YELL-4046,Yellowstone National Park,Insect,Hemiptera,Rhyparochromidae,Ligyrocoris sylvestris,None,In Review,Present,,,,,
YELL-4047,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula comatula,None,In Review,Present,Unknown,Unknown,,,
YELL-4048,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula explanta,None,In Review,Present,Unknown,Unknown,,,
YELL-4049,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula nigrita,None,In Review,Present,Unknown,Unknown,,,
YELL-4050,Yellowstone National Park,Insect,Hemiptera,Saldidae,Saldula pallipes,None,In Review,Present,Unknown,Unknown,,,
YELL-4051,Yellowstone National Park,Insect,Hemiptera,Veliidae,Microvelia,None,In Review,Present,Unknown,Unknown,,,
YELL-4052,Yellowstone National Park,Insect,Hemiptera,Veliidae,Rhagovelia distincta,None,In Review,Present,Unknown,Unknown,,,
YELL-4053,Yellowstone National Park,Insect,Hymenoptera,Braconidae,Apanteles,None,In Review,Present,,,,,
YELL-4054,Yellowstone National Park,Insect,Hymenoptera,Braconidae,Cotesia,None,In Review,Present,,,,,
YELL-4055,Yellowstone National Park,Insect,Hymenoptera,Braconidae,Glyptapanteles,None,In Review,Present,,,,,
YELL-4056,Yellowstone National Park,Insect,Hymenoptera,Chrysididae,Chrysis nitidula,None,In Review,Present,,,,,
YELL-4057,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops coloradensis,None,In Review,Not Confirmed,,,,,
YELL-4058,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops interjectus,Larger Yellow Ant,In Review,Not Confirmed,,,,,
YELL-4059,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops latipes,None,In Review,Not Confirmed,,,,,
YELL-4060,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Acanthomyops occidentalis,None,In Review,Not Confirmed,,,,,
YELL-4061,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Aphaenogaster subterranea,None,In Review,Not Confirmed,,,,,
YELL-4062,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus herculeanus,None,In Review,Present,,,,,
YELL-4063,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus laevigatus,None,In Review,Not Confirmed,,,,,
YELL-4064,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus modoc,None,In Review,Not Confirmed,,,,,
YELL-4065,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus noveboracensis,None,In Review,Not Confirmed,,,,,
YELL-4066,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Camponotus vicinus,None,In Review,Not Confirmed,,,,,
YELL-4067,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Crematogaster mormonum,None,In Review,Not Confirmed,,,,,
YELL-4068,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica altipetnes,None,In Review,Present,,,,,
YELL-4069,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica argentea,None,In Review,Not Confirmed,,,,,
YELL-4070,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica coloradensis,None,In Review,Not Confirmed,,,,,
YELL-4071,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica dakotensis,None,In Review,Not Confirmed,,,,,
YELL-4072,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica fusca,Silky Ant,In Review,Present,,,,,
YELL-4073,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica haemorrhoidalis,None,In Review,Not Confirmed,,,,,
YELL-4074,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica hewitti,None,In Review,Present,,,,,
YELL-4075,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica lasioides,None,In Review,Present,,,,,
YELL-4076,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica microgyna,None,In Review,Not Confirmed,,,,,
YELL-4077,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica montana,None,In Review,Not Confirmed,,,,,
YELL-4078,Yellowstone National Park,Insect,Hymenoptera,Formicidae,Formica neoclara,None,In Review,Not Confirmed,,,,,
